"symbol" "WT.mean" "WT.sd" "logFC.group" "logFC.30" "logFC.60" "logFC.120" "p.30" "p.60" "p.120" "q.30" "q.60" "q.120" "R2.group" "R2.E" "R2.M" "R2.L"
"AT4G20000" "AT4G20000" 4.13164620833333 1.80946120525887 "M" 0.576914 0.888702 0.369766 0.05705 0.0011 0.1762 0.54486 0.0529465 0.794891 "M" 0.270067621163613 0.404174838174421 0.221697834573044
"AT4G20006" "AT4G20006" 0 0 "L" 1.08984 -Inf -Inf 1 1 1 1 1 1 "E" 0.231143295765024 0.169447445755375 0.147979239891575
"AT4G20010" "OSB2" 12.0927620833333 2.1673412931244 "L" -0.118317 0.162972 0.309212 0.61375 0.42525 0.13725 0.985983 0.950895 0.739814 "L" 0.198510873829841 0.0377139370367445 0.315501915545229
"AT4G20020" "MORF1" 15.7105929166667 2.12578832304523 "M" -0.0836029 -0.267951 0.0860711 0.71365 0.20315 0.685 0.996291 0.822504 0.993552 "M" 0.13206458191301 0.300732973515042 0.0392472632814379
"AT4G20030" "AT4G20030" 8.26444125 2.59520883539509 "L" 0.411103 0.0388986 0.49369 0.17805 0.89275 0.0794 0.796499 0.998621 0.61496 "L" 0.0530103487710505 0.0130142382012011 0.19204856233963
"AT4G20040" "AT4G20040" 0.317811491666667 0.172965922344381 "L" 0.266686 0.207272 0.772212 1 1 1 1 1 1 "L" 0.0197927111973121 0.0517302813016263 0.500475772217282
"AT4G20050" "QRT3" 0.4605751625 0.150108467551521 "L" -0.0311858 -0.12241 0.666198 1 1 1 1 1 1 "L" 0.0664995661620031 0.131687045773291 0.316414085707347
"AT4G20060" "EMB1895" 0.21794727875 0.11269130082966 "E" 0.22931 0.222667 0.0261662 1 1 1 1 1 1 "M" 0.0571783120511294 0.0716858404320947 0.0218981931152684
"AT4G20070" "AAH" 4.33919204166667 0.829177073103336 "M" -0.0712512 -0.467491 -0.194374 0.79305 0.0554 0.42015 0.998621 0.537981 0.949577 "M" 0.106830460717014 0.189198487412513 0.130539458377711
"AT4G20090" "EMB1025" 0.729084541666667 0.185190941920093 "M" -0.492644 -0.545393 0.188898 1 1 1 1 1 1 "M" 0.271522786626328 0.382905479702087 0.0478771042660183
"AT4G20095" "AT4G20095" 0.132647903333333 0.0812447836365381 "L" 0.431874 -1.53943 -2.61642 1 1 1 1 1 1 "M" 0.306529879678396 0.475014464339871 0.441138625106957
"AT4G20110" "VSR7" 4.931718875 1.63318521199543 "E" -0.58102 -0.143983 -0.392272 0.0146 0.5 0.0617 0.275061 0.968423 0.56053 "L" 0.124232567780546 0.0168812960016365 0.146510947141689
"AT4G20130" "PTAC14" 17.4868645833333 2.77086342839349 "E" 0.549119 0.367082 0.518996 0.0185 0.07485 0.01285 0.312395 0.601837 0.255733 "E" 0.519305820404852 0.319718471999662 0.517619813840921
"AT4G20140" "GSO1" 0.709578804166667 0.222179418067658 "M" -0.137455 -0.55926 -0.188729 1 1 1 1 1 1 "M" 0.322211394606279 0.568744961579744 0.355090734380024
"AT4G20150" "AT4G20150" 792.372041666667 288.105964765996 "M" 0.106859 0.519459 0.0582257 0.8046 0.18695 0.8824 0.998621 0.806145 0.998621 "M" 0.106301992828925 0.316731604725325 0.0907520837434882
"AT4G20170" "AT4G20170" 8.65564141666667 2.08434472397265 "L" 0.268057 0.601826 0.706357 0.24995 0.0038 0.00085 0.863004 0.12343 0.0442199 "M" 0.0666608811303828 0.810029174474106 0.784404057087116
"AT4G20190" "AT4G20190" 0.141929647083333 0.0987990270628612 "L" -0.408193 -0.227984 -1.09403 1 1 1 1 1 1 "L" 3.10902207056873e-06 0.00740985816348128 0.157062348741114
"AT4G20210" "TPS08" 1.26990956666667 0.357780107380023 "L" 0.12215 0.0625795 0.160666 0.7488 0.86035 0.64095 0.998445 0.998621 0.987924 "E" 0.0109177973329431 0.00875734182909971 0.00958524435513264
"AT4G20230" "TPS09" 1.0534466625 0.253396937414135 "M" 0.0611794 -0.473499 -0.0265896 0.87015 0.1728 0.92995 0.998621 0.790635 0.998621 "M" 0.0315885937887824 0.116679593143002 0.0399258736200598
"AT4G20235" "CYP71A28" 0.10672518 0.0898695170755837 "L" -0.787162 1.06448 1.28334 1 1 1 1 1 1 "M" 0.0591166326585459 0.108089857903872 0.100387164339171
"AT4G20240" "CYP71A27" 5.52674345833333 1.63139759221262 "L" 0.396794 -0.030546 -0.805022 0.13995 0.9032 0.00315 0.744081 0.998621 0.108989 "L" 0.447479519054949 0.335631903593156 0.652376205745874
"AT4G20260" "PCAP1" 291.7450875 99.0314936079968 "L" -0.226803 0.162845 -0.515172 0.54495 0.6474 0.11595 0.976352 0.988571 0.702487 "L" 0.0102371422128528 0.0710030827443794 0.157508267843958
"AT4G20270" "BAM3" 4.07783808333333 1.08045131040988 "M" 0.264598 -0.371461 0.0455496 0.2578 0.0932 0.8298 0.867985 0.65023 0.998621 "E" 0.178201734249427 0.114972337902312 0.0252104678800303
"AT4G20280" "TAF11" 11.1548444166667 2.3972262945171 "L" 0.147881 0.0921354 0.152041 0.53245 0.6631 0.4768 0.974192 0.99116 0.963708 "E" 0.160861193411021 0.107835141444324 0.160216494925079
"AT4G20300" "AT4G20300" 8.79002141666667 1.30491958408351 "M" 0.0264383 -0.440689 -0.0847322 0.90775 0.0389 0.6835 0.998621 0.457864 0.993552 "M" 0.0557175463209166 0.241325158127744 0.114155865916464
"AT4G20310" "AT4G20310" 1.13038317916667 0.250733981434787 "L" -0.0350075 0.129706 0.229614 0.9224 0.67855 0.4565 0.998621 0.992831 0.959381 "L" 0.071650241653516 8.62822144298558e-06 0.162312382090114
"AT4G20320" "AT4G20320" 3.051738 0.886030662605886 "L" 0.37195 -0.396311 -0.466424 0.15185 0.1113 0.0629 0.762728 0.692996 0.564781 "E" 0.589128158990506 0.060618263382485 0.43447585815643
"AT4G20325" "AT4G20325" 4.94940704166667 1.23274787477864 "E" 0.557512 0.239477 0.262868 0.29875 0.62025 0.57325 0.895764 0.986381 0.980055 "E" 0.370902209541427 0.185184181080205 0.261296350945077
"AT4G20330" "AT4G20330" 12.2092542916667 3.66300262972446 "E" -0.190613 0.0864303 -0.0488713 0.4856 0.71135 0.8333 0.965031 0.995797 0.998621 "E" 0.244815576909078 0.0473357932223991 6.7111547674692e-07
"AT4G20340" "AT4G20340" 2.34697954166667 0.583106060307473 "M" -0.0107678 -0.15767 0.0512039 0.9702 0.54565 0.8428 0.998621 0.976586 0.998621 "M" 0.0598685098619934 0.182933477688704 0.0260987126176045
"AT4G20350" "AT4G20350" 1.37675523333333 0.475704179392378 "M" -0.343735 -0.568853 -0.276758 0.4264 0.18325 0.47965 0.951227 0.802049 0.964149 "M" 0.200515807295531 0.226694268362368 0.192722097292028
"AT4G20360" "TUFA" 399.105879166667 129.176201781042 "M" 0.46296 0.611163 0.091779 0.3307 0.1672 0.8266 0.912046 0.783296 0.998621 "M" 0.256899442150168 0.377675440209294 0.139138030860194
"AT4G20362" "AT4G20362" 6.90239033333333 3.32746027799291 "E" 0.448576 0.305282 -0.180643 0.52405 0.52825 0.55955 0.973015 0.973805 0.979017 "M" 0.137948716100293 0.156854257542694 0.0169085613143469
"AT4G20380" "LSD1" 16.4581891666667 3.24849687849214 "E" -0.164871 0.0976825 -0.0762191 0.4773 0.63135 0.71095 0.963827 0.986893 0.995748 "E" 0.145434766181574 0.0613682619862667 0.000445960145162738
"AT4G20390" "AT4G20390" 3.24223025 1.21761703944682 "L" -0.0232755 -0.169052 -0.233351 0.9443 0.58905 0.4716 0.998621 0.983542 0.962443 "M" 0.00674485220741383 0.049456653643722 0.0486876247872147
"AT4G20400" "JMJ14" 4.62519216666667 1.16498122046202 "L" -0.0182668 -0.0298958 0.110482 0.9374 0.8866 0.5972 0.998621 0.998621 0.98402 "L" 0.0988358599148048 0.139099587109266 0.242643104726353
"AT4G20410" "GSNAP" 18.0493970833333 2.20807298921476 "E" -0.270654 0.0573599 -0.182307 0.24 0.7765 0.3735 0.854916 0.998621 0.932469 "E" 0.187640026340589 0.0336126221424901 0.0682090044551517
"AT4G20420" "AT4G20420" 1.09725724166667 0.424939670126912 "E" 0.390214 -0.0956969 0.086514 0.45655 0.85095 0.85225 0.959387 0.998621 0.998621 "E" 0.0468046792278844 1.5823142257787e-05 0.00100744320029245
"AT4G20430" "AT4G20430" 3.28529529166667 1.30851058085292 "E" 0.444064 0.101904 0.26229 0.0964 0.68215 0.2821 0.658534 0.993376 0.885018 "E" 0.187541529324506 0.0431590082961739 0.123748242066404
"AT4G20440" "SMB" 59.0013208333333 14.9786225320575 "M" 0.0513738 -0.0537043 -0.00372715 0.84455 0.81645 0.98845 0.998621 0.998621 0.998621 "E" 0.023607829245583 0.0181400028718843 0.0128039746241208
"AT4G20450" "AT4G20450" 0.256031032083333 0.151036917584585 "E" -1.22695 -0.968851 -0.871733 1 1 1 1 1 1 "E" 0.455704567235883 0.314034110055459 0.444590170590733
"AT4G20480" "AT4G20480" 27.26576625 3.2021522378154 "E" -0.234087 0.0420417 -0.0310248 0.3086 0.8408 0.88275 0.90101 0.998621 0.998621 "E" 0.196382480945046 0.00713754258496135 0.0174232185912078
"AT4G20500" "AT4G20500" 0.0648086979166667 0.0690337664506475 "L" 0 0 0 1 1 1 1 1 1 "E" 0.272058778836111 0.159856180198772 0.167787950796529
"AT4G20690" "AT4G20690" 1.13582764166667 0.981662930261732 "E" 1.70247 0.382153 1.16373 0.03855 1 0.09095 0.456949 1 0.645437 "E" 0.286398363816808 0.0245803139640427 0.152254556881367
"AT4G20720" "AT4G20720" 2.70091795833333 0.441484137726914 "M" -0.199789 0.251373 0.209448 0.5227 0.3601 0.44615 0.972728 0.925528 0.956128 "E" 0.510027849989321 0.0440904275552125 0.0747321019850902
"AT4G20730" "AT4G20730" 0.391229095833333 0.118389121400595 "L" 0.272853 1.01311 1.1468 1 1 1 1 1 1 "M" 0.0669496381501327 0.480859646342179 0.454292337324938
"AT4G20740" "AT4G20740" 1.21547777916667 0.280991419357677 "E" -0.580509 -0.299832 0.176528 0.10765 0.33225 0.5472 0.683971 0.913334 0.977071 "E" 0.415024621642189 0.411145667618954 0.0431245050219421
"AT4G20760" "AT4G20760" 12.0736977916667 2.09159941052525 "M" 0.285295 0.327635 0.215989 0.24145 0.13355 0.31895 0.856157 0.734279 0.905893 "M" 0.275014377907837 0.290716898666006 0.246939484201544
"AT4G20770" "PCMP-E35" 0.175750265 0.0824591411530374 "E" -1.26028 -0.36102 -0.264567 1 1 1 1 1 1 "E" 0.103592863866131 0.0362327774140997 0.0514837912638806
"AT4G20820" "AT4G20820" 3.44330958333333 1.69784921115151 "M" -0.402346 0.525467 0.0729966 0.2433 0.0664 0.80475 0.857629 0.575543 0.998621 "M" 0.254727584935915 0.264734826518684 0.0810866460007941
"AT4G20830" "AT4G20830" 41.15378625 25.0478317891332 "L" -0.490167 0.79162 0.872499 0.0892 0.022 0.00815 0.641409 0.345436 0.196883 "M" 0.15544010900732 0.209036686699174 0.188195903396159
"AT4G20840" "AT4G20840" 9.44367245833333 2.1648941515015 "E" -0.373838 0.122412 -0.295136 0.1279 0.57375 0.17995 0.724263 0.980055 0.799077 "E" 0.069797799760981 0.0276946254268616 0.0667941100608971
"AT4G20850" "TPP2" 10.5222709166667 3.82180688177277 "M" -0.331178 -0.363952 -0.188035 0.17145 0.0958 0.3896 0.788635 0.65691 0.938232 "E" 0.596184463181665 0.509431798033985 0.525298421648567
"AT4G20860" "AT4G20860" 10.5342561666667 3.10602250340537 "L" -0.223918 0.556442 0.594343 0.59545 0.1925 0.12835 0.983808 0.812113 0.724962 "M" 0.117520852912795 0.16272676005396 0.144536860661791
"AT4G20870" "FAH2" 31.4549266666667 5.80332013108888 "E" 0.13566 0.0994504 0.0715309 0.7239 0.8223 0.8633 0.997063 0.998621 0.998621 "E" 0.160575820756335 0.142967589288502 0.110098763118767
"AT4G20880" "AT4G20880" 4.33642058333333 0.423083049471369 "M" -0.00552289 -0.155261 -0.124166 0.9813 0.5048 0.5967 0.998621 0.969155 0.98402 "M" 0.0236968749846361 0.134857411711007 0.12345244015629
"AT4G20890" "TUBB9" 77.3851220833333 13.3508857296979 "M" -0.0686106 0.311426 0.188856 0.80965 0.2454 0.46985 0.998621 0.859765 0.96212 "M" 0.0376744065530823 0.0913191499704729 0.0589633547802664
"AT4G20910" "HEN1" 1.06806042083333 0.303791738575093 "M" 0.11848 -0.50932 -0.00697754 0.69245 0.08305 0.98365 0.993686 0.624344 0.998621 "M" 0.179251392005941 0.443658226728973 0.128971609608252
"AT4G20930" "AT4G20930" 5.00534591666667 1.0506476651317 "L" 0.00674987 -0.040266 -0.292557 0.98115 0.8719 0.2473 0.998621 0.998621 0.861354 "L" 0.0269268213885068 0.0418251908248674 0.178584380458293
"AT4G20940" "AT4G20940" 2.1777275 0.585667863188091 "E" 0.354403 -0.173108 -0.0427929 0.18775 0.4967 0.8605 0.806939 0.967388 0.998621 "E" 0.161013929601177 0.00304183909270916 0.0262468882157216
"AT4G20960" "PYRD" 12.5544634166667 1.80059586230303 "E" 0.35562 -0.110076 0.143212 0.1272 0.59845 0.48945 0.722216 0.984202 0.966207 "E" 0.26614113531899 0.0139770426212996 0.0271425674710155
"AT4G20970" "AT4G20970" 0.219532129166667 0.20543961070819 "L" -0.134058 -0.986956 -4.22797 1 1 1 1 1 1 "L" 0.0802820101608349 0.0167479930591561 0.539008005575688
"AT4G20980" "TIF3D1" 54.6395483333333 10.2150902852252 "E" -0.193711 0.110632 0.076852 0.4993 0.68845 0.77805 0.968404 0.993686 0.998621 "E" 0.0574746758701183 0.0188041039869565 0.013036284412081
"AT4G21020" "AT4G21020" 0.154415304583333 0.116276943005156 "L" -0.0867135 1.28271 -Inf 1 1 1 1 1 1 "M" 0.0761070171048536 0.36066553429645 0.00339629024034638
"AT4G21060" "B3GALT20" 0.558448770833333 0.161826135855482 "E" 0.318678 -0.12284 0.257293 1 1 1 1 1 1 "E" 0.0907805593924546 0.0258011156003807 0.0254811702523038
"AT4G21065" "PCMP-H28" 0.824220695833333 0.110484914003679 "L" 0.0786386 0.321288 0.699917 1 1 0.07915 1 1 0.614431 "L" 0.0212133844573407 0.00923809876949044 0.132137171786564
"AT4G21070" "BRCA1" 0.912586383333333 0.177513944990269 "M" -0.0942068 -0.331618 0.199188 0.7691 0.2593 0.4728 0.998621 0.868674 0.962863 "M" 0.165091073122048 0.410947546133362 0.0138527376683508
"AT4G21090" "MFDX2" 14.0448004166667 3.40167802591153 "E" -0.159897 -0.0607346 0.029654 0.50365 0.7785 0.8913 0.969108 0.998621 0.998621 "E" 0.174130847132849 0.0963955137663532 0.0423525253234515
"AT4G21100" "DDB1B" 4.18760716666667 1.1209024218154 "E" 0.138879 -0.102188 0.0695143 0.5441 0.62995 0.7359 0.976116 0.98679 0.998184 "E" 0.0613135783215001 0.023317017678384 0.000862085307655414
"AT4G21105" "AT4G21105" 308.2013875 156.276692103209 "M" 0.0710114 0.370537 0.139127 0.8349 0.24105 0.6558 0.998621 0.855826 0.989872 "M" 0.075735994705324 0.187591830556111 0.0894113288726145
"AT4G21110" "AT4G21110" 79.7580341666667 16.210413219737 "M" 0.00498187 0.323272 0.107134 0.98435 0.15535 0.631 0.998621 0.768631 0.986893 "M" 0.0741100844553954 0.23779560937227 0.10129808295739
"AT4G21120" "CAT1" 0.24249495875 0.0969360942225168 "E" -0.712296 -0.628183 -0.512656 0.08245 0.08035 0.1497 0.622749 0.616914 0.759114 "E" 0.247509265448918 0.177282596710046 0.238992084319812
"AT4G21140" "AT4G21140" 20.2793433333333 5.13446930902915 "M" -0.00362242 0.119802 0.0486047 0.98825 0.56915 0.8217 0.998621 0.979817 0.998621 "M" 0.013988572696547 0.045013553530007 0.0174821467982529
"AT4G21150" "RPN2" 17.297085 3.46494924575539 "M" -0.18298 -0.286592 -0.0343256 0.4398 0.1847 0.87475 0.954274 0.803706 0.998621 "M" 0.219529829454671 0.288787394705005 0.142464572655415
"AT4G21160" "AGD12" 15.178445 2.0808950375489 "M" -0.0817743 -0.304163 -0.217103 0.7348 0.1577 0.30605 0.998184 0.771972 0.899893 "M" 0.411598584381714 0.526998241064817 0.472739714222123
"AT4G21170" "AT4G21170" 1.04167302083333 0.223339850216889 "L" 0.0592821 -0.0429319 -0.227647 0.9447 0.95235 0.7625 0.998621 0.998621 0.998621 "L" 0.0423454941721847 0.041094582167677 0.140541074535667
"AT4G21180" "ERDJ2B" 3.730677625 0.858277540730818 "M" -0.0188424 -0.403803 -0.128097 0.9596 0.34305 0.73505 0.998621 0.918352 0.998184 "M" 0.0254876480576692 0.167893436917644 0.100399246995677
"AT4G21190" "EMB1417" 16.55366625 3.62462944258692 "L" 0.335353 0.323965 0.370843 0.2791 0.26655 0.1885 0.882606 0.872467 0.807992 "E" 0.491645106232766 0.409690093485259 0.491108432092243
"AT4G21192" "AT4G21192" 39.6048945833333 16.4985730444814 "L" 0.292733 0.369553 0.43703 0.2154 0.08425 0.0397 0.834319 0.627339 0.46218 "L" 0.460461264766258 0.448653653306177 0.470947263309172
"AT4G21200" "GA2OX8" 0.546465995833333 0.240736352675752 "E" -0.265116 0.0195823 0.0015279 1 1 1 1 1 1 "E" 0.0211025684504433 0.00252454026230231 3.61926867250562e-05
"AT4G21210" "RP1" 71.7559108333333 18.936544774595 "M" -0.0790661 0.546146 -0.00751808 0.76025 0.02565 0.97265 0.998621 0.373475 0.998621 "M" 0.0542635000928405 0.296787041956593 0.0609037257357353
"AT4G21213" "AT4G21213" 0.160792783333333 0.367188050506506 "L" 1.00854 -0.143803 -Inf 1 1 1 1 1 1 "L" 0.28588952146643 0.167223186519092 0.291761474545913
"AT4G21215" "AT4G21215" 2.84461779166667 0.689365832718359 "L" 0.0573252 -0.0862548 -0.174598 0.84575 0.7404 0.5194 0.998621 0.998287 0.972379 "L" 0.0344869345233955 0.0136576880472858 0.0918829054278278
"AT4G21220" "LPXD2" 1.80711070833333 0.47706761115221 "L" 0.212739 0.0230999 0.385084 0.63225 0.96395 0.3253 0.987032 0.998621 0.909743 "L" 2.45743548072941e-05 0.00876132912392624 0.0646958188368159
"AT4G21230" "CRK27" 0.927452375 0.287792758184799 "L" -0.186824 -0.00998163 -0.326682 0.63545 0.97595 0.36655 0.987317 0.998621 0.928646 "L" 0.0048109923250883 0.00864158443152052 0.0604660334432487
"AT4G21250" "AT4G21250" 0.3383622875 0.118567598749414 "L" 0.766808 0.800805 1.11466 1 1 1 1 1 1 "E" 0.0973761417356416 0.0870006754754097 0.0930538327401081
"AT4G21270" "ATK1" 2.254528875 0.834371869308326 "E" 0.47665 0.418263 0.45934 0.1043 0.11365 0.08265 0.676961 0.697448 0.623177 "E" 0.332661926554382 0.249006221057613 0.332087511203145
"AT4G21280" "PSBQ1" 1296.26840833333 476.237903392732 "M" 0.425588 0.696485 0.00237082 0.43325 0.16735 0.9961 0.952661 0.78336 0.998753 "M" 0.232239810090346 0.425314702936004 0.112785961903381
"AT4G21300" "PCMP-E36" 0.195615719166667 0.0549087452567347 "L" 0.167767 0.061668 -0.34785 1 1 1 1 1 1 "L" 0.0616067477655521 0.0780489932335473 0.13449131319403
"AT4G21310" "AT4G21310" 3.27005504166667 0.895500058897504 "L" 0.201053 -0.389252 0.433024 0.602 0.3604 0.2177 0.984591 0.925793 0.836009 "L" 0.012682608979654 0.156169857055786 0.227649796588701
"AT4G21320" "HSA32" 5.18782979166667 1.64449353257139 "M" -0.240005 -0.64016 -0.308994 0.43385 0.02685 0.2682 0.952775 0.3823 0.873636 "M" 0.401641023575503 0.556362051540259 0.433138260839737
"AT4G21326" "ATSBT3.12" 0.905777383333333 0.470183183014156 "E" -0.127425 0.0459771 -0.104969 0.69825 0.87155 0.7216 0.994361 0.998621 0.996785 "L" 0.0211350515604423 0.00926939140948768 0.026654711326171
"AT4G21340" "BHLH103" 1.32831963333333 0.491710825627914 "E" -0.48319 -0.193669 -0.200741 0.32725 0.64775 0.6344 0.910331 0.988578 0.98715 "E" 0.180818249586435 0.0529151579541797 0.143280497306774
"AT4G21350" "PUB8" 3.41605195833333 0.756493077372532 "L" 0.0227687 -0.00547571 0.0759849 0.94135 0.98375 0.7843 0.998621 0.998621 0.998621 "L" 0.000784193315292225 0.00184369448917487 0.00587526491986767
"AT4G21380" "SD18" 0.24654903875 0.113636070781446 "L" -0.195411 -0.138201 -0.268071 0.58275 0.66675 0.39645 0.981819 0.991733 0.940935 "E" 0.0979891710156575 0.0772748204014818 0.0843537706361791
"AT4G21390" "B120" 0.876202825 0.270165668015974 "M" 0.212372 -0.529825 -0.106163 0.4778 0.07425 0.7004 0.963992 0.600074 0.99455 "M" 0.193536527817197 0.214262728923992 0.103068923421135
"AT4G21400" "CRK28" 1.2843852375 0.378514124605589 "L" 1.08493 1.03095 1.48237 0.0019 0.00105 5e-05 0.0774097 0.0511739 0.00512634 "E" 0.808010529472985 0.702199735067626 0.753565154932668
"AT4G21410" "CRK29" 14.409479375 2.36596797724402 "L" -0.0491677 0.534252 0.803468 0.83715 0.01495 0.00035 0.998621 0.278758 0.0233007 "M" 0.519169416177926 0.581338994222628 0.563318982610354
"AT4G21420" "AT4G21420" 0.349534982083333 0.165693693039233 "L" -0.430705 -0.607874 -1.16486 1 1 1 1 1 1 "L" 1.93153989336281e-06 0.30136803741863 0.310966104089109
"AT4G21430" "B160" 1.06824830833333 0.207047342368211 "M" 0.079134 -0.108083 0.0796451 0.8054 0.7076 0.7785 0.998621 0.995373 0.998621 "M" 0.0147931954653656 0.0251827310434315 0.000239482005866987
"AT4G21445" "AT4G21445" 24.7900420833333 10.6350081873969 "E" 0.830843 0.431321 0.449412 0.00195 0.0684 0.05765 0.0788854 0.582436 0.54675 "E" 0.468260538500845 0.250287914580182 0.338752363519539
"AT4G21450" "PVA42" 27.6675008333333 6.70602870926888 "E" -0.22319 -0.088797 -0.153387 0.34185 0.6793 0.46675 0.917917 0.992838 0.961086 "L" 0.10627483846218 0.0653162633531407 0.156870134185213
"AT4G21460" "AT4G21460" 7.33408433333333 1.17687718780939 "M" -0.102102 0.103671 0.0771633 0.6777 0.62685 0.72445 0.992759 0.986531 0.997108 "E" 0.12032523732226 0.0659123373110847 0.0458142850866632
"AT4G21470" "FHY" 11.510333375 2.60254697946589 "E" -0.31368 -0.142826 0.192962 0.19595 0.504 0.36205 0.815941 0.969155 0.926599 "E" 0.441061373938145 0.428422597795551 0.379340916446162
"AT4G21480" "STP12" 0.748952870833333 0.268040502699526 "M" -0.176343 -0.665679 0.173586 1 1 0.864 1 1 0.998621 "M" 0.0726660777450998 0.17979084767116 0.0213575381869299
"AT4G21490" "NDB3" 0.08098343625 0.0666679100065962 "L" -0.469062 -0.39919 0.536444 1 1 1 1 1 1 "L" 0.0489776426343023 0.0575156680764538 0.0888145837803217
"AT4G21500" "AT4G21500" 1.07379513333333 0.385177253667231 "E" 0.459272 -0.259253 0.216635 0.35535 0.5959 0.6363 0.922953 0.983808 0.987317 "E" 0.122264791263997 0.0205125913900807 0.00822676269667544
"AT4G21510" "SKIP27" 2.38615391666667 0.702130207604898 "L" -0.0756808 0.146985 0.305773 0.8226 0.618 0.283 0.998621 0.986175 0.885671 "L" 0.0834425781931334 0.0193609901568159 0.172746733757589
"AT4G21520" "AT4G21520" 2.94281041666667 0.4785612758285 "L" -0.146825 0.19328 0.2406 0.6295 0.46975 0.3663 0.98679 0.962007 0.9286 "M" 0.299853638613787 0.323619679662132 0.289159703471168
"AT4G21530" "APC4" 1.84550133333333 0.50409784271997 "M" -0.000503288 -0.457 -0.208579 0.99465 0.09325 0.4252 0.998621 0.65037 0.950881 "M" 0.0990177070546835 0.425918094274586 0.29856981152425
"AT4G21534" "SPHK2" 1.954436 0.583211128182209 "M" -0.264813 -0.604444 0.0354146 0.41345 0.0473 0.8943 0.947491 0.501691 0.998621 "M" 0.131550491272992 0.238112505234575 0.0640059523063647
"AT4G21540" "SPHK1" 3.75645166666667 0.787472195838584 "L" -0.102948 0.00766828 0.154962 0.69075 0.97485 0.50095 0.993686 0.998621 0.968851 "L" 0.0641040623624651 0.0398959434031025 0.0747526242839993
